transaction id,timestamp,transaction type,merchant_category,amount (INR),transaction_status,sender_age_group,receiver_age_group,sender_state,sender_bank,receiver_bank,device_type,network_type,fraud_flag,hour_of_day,day_of_week,is_weekend
TXN0000000171,2024-01-25 07:20:05,P2P,Shopping,457,SUCCESS,56+,26-35,Maharashtra,SBI,IndusInd,Android,4G,0,7,Thursday,0
TXN0000000172,2024-09-27 05:16:22,Recharge,Grocery,317,SUCCESS,26-35,18-25,Delhi,Yes Bank,IndusInd,Android,3G,0,5,Friday,0
TXN0000000173,2024-08-13 18:50:41,P2M,Food,132,SUCCESS,26-35,46-55,Uttar Pradesh,SBI,SBI,Android,4G,0,18,Tuesday,0
TXN0000000174,2024-04-04 12:34:33,P2P,Grocery,1414,SUCCESS,46-55,26-35,Rajasthan,IndusInd,SBI,Android,4G,0,12,Thursday,0
TXN0000000175,2024-03-17 17:51:21,P2M,Food,355,SUCCESS,26-35,26-35,Maharashtra,SBI,Yes Bank,Android,4G,0,17,Sunday,1
TXN0000000176,2024-01-15 10:49:37,P2M,Education,2335,SUCCESS,18-25,26-35,Maharashtra,Axis,SBI,Android,4G,0,10,Monday,0
TXN0000000177,2024-09-24 18:42:14,P2M,Fuel,443,SUCCESS,36-45,26-35,Andhra Pradesh,Kotak,SBI,Android,4G,0,18,Tuesday,0
TXN0000000178,2024-05-05 20:50:07,P2P,Food,167,SUCCESS,36-45,36-45,Tamil Nadu,PNB,SBI,Android,5G,0,20,Sunday,1
TXN0000000179,2024-07-21 19:48:25,P2P,Shopping,7210,SUCCESS,26-35,18-25,Maharashtra,Axis,Axis,Android,5G,0,19,Sunday,1
TXN0000000180,2024-06-07 21:47:22,P2P,Utilities,2148,SUCCESS,18-25,26-35,Uttar Pradesh,SBI,SBI,Android,5G,0,21,Friday,0
TXN0000000181,2024-01-20 19:24:06,P2M,Food,57,SUCCESS,18-25,18-25,Maharashtra,SBI,HDFC,Android,4G,0,19,Saturday,1
TXN0000000182,2024-12-06 15:39:23,P2P,Grocery,2241,FAILED,26-35,18-25,Tamil Nadu,SBI,ICICI,Android,5G,0,15,Friday,0
TXN0000000183,2024-05-21 21:29:02,P2M,Shopping,1688,SUCCESS,26-35,18-25,Delhi,SBI,SBI,iOS,4G,0,21,Tuesday,0
TXN0000000184,2024-08-26 09:03:18,P2P,Healthcare,250,SUCCESS,18-25,26-35,Uttar Pradesh,SBI,Yes Bank,Android,5G,0,9,Monday,0
TXN0000000185,2024-02-05 14:15:06,P2P,Utilities,957,SUCCESS,26-35,46-55,Karnataka,SBI,Axis,iOS,WiFi,0,14,Monday,0
TXN0000000186,2024-03-05 17:03:35,Bill Payment,Shopping,2555,SUCCESS,26-35,46-55,Gujarat,Axis,PNB,Android,4G,0,17,Tuesday,0
TXN0000000187,2024-02-19 14:56:38,P2P,Shopping,6786,SUCCESS,56+,36-45,Karnataka,PNB,Yes Bank,Android,4G,0,14,Monday,0
TXN0000000188,2024-06-25 18:04:09,P2M,Shopping,1108,SUCCESS,18-25,36-45,Gujarat,PNB,ICICI,Android,5G,0,18,Tuesday,0
TXN0000000189,2024-06-23 01:12:03,P2M,Fuel,503,SUCCESS,36-45,36-45,Delhi,Kotak,PNB,iOS,5G,0,1,Sunday,1
TXN0000000190,2024-11-02 14:06:49,Bill Payment,Grocery,1990,SUCCESS,18-25,26-35,Tamil Nadu,ICICI,Yes Bank,Android,5G,0,14,Saturday,1
TXN0000000191,2024-11-07 16:22:25,P2P,Shopping,1838,SUCCESS,36-45,26-35,Karnataka,HDFC,ICICI,Android,3G,0,16,Thursday,0
TXN0000000192,2024-07-15 21:31:45,P2P,Food,744,SUCCESS,26-35,46-55,Telangana,Axis,SBI,Android,4G,0,21,Monday,0
TXN0000000193,2024-01-14 21:13:30,P2M,Grocery,831,SUCCESS,18-25,36-45,Karnataka,SBI,PNB,Android,4G,0,21,Sunday,1
TXN0000000194,2024-02-02 20:17:21,P2M,Other,1487,SUCCESS,18-25,18-25,Tamil Nadu,PNB,SBI,Android,4G,0,20,Friday,0
TXN0000000195,2024-02-06 19:21:49,Bill Payment,Food,303,SUCCESS,26-35,18-25,Telangana,PNB,Yes Bank,iOS,3G,0,19,Tuesday,0
TXN0000000196,2024-12-07 21:46:22,Bill Payment,Utilities,5798,SUCCESS,36-45,56+,Rajasthan,Axis,PNB,Android,WiFi,0,21,Saturday,1
TXN0000000197,2024-03-23 21:20:19,P2P,Grocery,1490,FAILED,36-45,26-35,Maharashtra,SBI,ICICI,Android,4G,0,21,Saturday,1
TXN0000000198,2024-04-19 20:35:42,P2P,Other,1092,SUCCESS,26-35,26-35,Uttar Pradesh,IndusInd,Yes Bank,iOS,4G,0,20,Friday,0
TXN0000000199,2024-05-11 17:56:55,P2M,Transport,268,SUCCESS,36-45,56+,Delhi,Axis,ICICI,Android,4G,0,17,Saturday,1
TXN0000000200,2024-03-06 00:47:23,Bill Payment,Entertainment,1659,FAILED,36-45,18-25,Tamil Nadu,SBI,Axis,Android,4G,0,0,Wednesday,0
TXN0000000201,2024-03-07 14:29:11,Recharge,Food,772,SUCCESS,36-45,18-25,Maharashtra,ICICI,Axis,Android,WiFi,0,14,Thursday,0
TXN0000000202,2024-10-12 11:19:23,P2M,Grocery,447,SUCCESS,46-55,36-45,Rajasthan,HDFC,IndusInd,Android,4G,0,11,Saturday,1
TXN0000000203,2024-09-24 17:28:47,Bill Payment,Utilities,321,SUCCESS,26-35,26-35,Tamil Nadu,PNB,IndusInd,Android,WiFi,0,17,Tuesday,0
TXN0000000204,2024-11-22 18:55:15,P2M,Food,488,SUCCESS,18-25,18-25,Delhi,Kotak,PNB,Android,4G,0,18,Friday,0
TXN0000000205,2024-01-21 19:27:09,P2P,Food,291,SUCCESS,26-35,36-45,West Bengal,Axis,ICICI,Android,5G,0,19,Sunday,1
TXN0000000206,2024-09-13 16:18:40,P2M,Fuel,597,SUCCESS,26-35,18-25,Uttar Pradesh,SBI,ICICI,Android,4G,0,16,Friday,0
TXN0000000207,2024-12-27 13:10:16,P2M,Transport,111,SUCCESS,36-45,26-35,Telangana,SBI,Yes Bank,Android,4G,0,13,Friday,0
TXN0000000208,2024-03-31 11:33:45,P2M,Other,728,SUCCESS,18-25,46-55,Andhra Pradesh,PNB,Kotak,Android,5G,0,11,Sunday,1
TXN0000000209,2024-08-20 23:26:27,Bill Payment,Transport,91,SUCCESS,26-35,18-25,Gujarat,SBI,IndusInd,Android,5G,0,23,Tuesday,0
TXN0000000210,2024-08-01 12:21:29,Bill Payment,Shopping,7683,SUCCESS,18-25,18-25,Karnataka,Kotak,Axis,Android,4G,0,12,Thursday,0
TXN0000000211,2024-04-10 07:06:09,P2P,Other,330,SUCCESS,26-35,26-35,West Bengal,SBI,ICICI,Android,4G,0,7,Wednesday,0
TXN0000000212,2024-08-04 09:01:49,Recharge,Entertainment,106,SUCCESS,36-45,26-35,Telangana,Kotak,HDFC,Android,4G,0,9,Sunday,1
TXN0000000213,2024-10-31 20:07:51,P2P,Grocery,120,SUCCESS,26-35,36-45,Andhra Pradesh,IndusInd,HDFC,Android,4G,0,20,Thursday,0
TXN0000000214,2024-10-15 21:09:50,P2P,Food,178,SUCCESS,18-25,18-25,Andhra Pradesh,Yes Bank,Yes Bank,Android,4G,0,21,Tuesday,0
TXN0000000215,2024-05-07 12:38:26,P2P,Grocery,343,SUCCESS,56+,26-35,Karnataka,ICICI,ICICI,Android,4G,0,12,Tuesday,0
TXN0000000216,2024-01-28 22:56:55,P2M,Healthcare,105,SUCCESS,18-25,18-25,Andhra Pradesh,Yes Bank,Axis,iOS,5G,0,22,Sunday,1
TXN0000000217,2024-09-02 16:36:39,P2P,Utilities,2679,SUCCESS,36-45,36-45,Rajasthan,HDFC,HDFC,iOS,4G,0,16,Monday,0
TXN0000000218,2024-03-27 15:38:41,Bill Payment,Grocery,281,SUCCESS,26-35,26-35,Telangana,Axis,Axis,Android,4G,0,15,Wednesday,0
TXN0000000219,2024-02-02 16:40:41,Bill Payment,Entertainment,120,SUCCESS,36-45,26-35,Tamil Nadu,IndusInd,SBI,Android,4G,0,16,Friday,0
TXN0000000220,2024-09-06 07:47:54,P2P,Other,3324,SUCCESS,26-35,36-45,Tamil Nadu,HDFC,SBI,Android,WiFi,0,7,Friday,0
TXN0000000221,2024-01-09 08:28:37,P2P,Food,151,FAILED,36-45,36-45,West Bengal,SBI,HDFC,Android,4G,0,8,Tuesday,0
TXN0000000222,2024-04-07 11:34:52,P2P,Utilities,1687,SUCCESS,26-35,36-45,Uttar Pradesh,HDFC,HDFC,Android,4G,0,11,Sunday,1
TXN0000000223,2024-02-22 18:40:58,P2P,Food,89,SUCCESS,18-25,36-45,Telangana,Axis,HDFC,iOS,4G,0,18,Thursday,0
TXN0000000224,2024-01-06 15:42:48,Bill Payment,Entertainment,129,SUCCESS,56+,26-35,Karnataka,Axis,Yes Bank,Android,WiFi,0,15,Saturday,1
TXN0000000225,2024-02-09 05:48:31,P2P,Grocery,188,SUCCESS,26-35,18-25,Delhi,PNB,SBI,Android,4G,0,5,Friday,0
TXN0000000226,2024-04-19 21:57:27,Bill Payment,Food,69,SUCCESS,18-25,26-35,Andhra Pradesh,ICICI,HDFC,Android,4G,0,21,Friday,0
TXN0000000227,2024-05-06 11:36:00,P2M,Grocery,263,SUCCESS,18-25,18-25,West Bengal,ICICI,Axis,Android,4G,0,11,Monday,0
TXN0000000228,2024-08-26 13:03:06,Bill Payment,Other,386,SUCCESS,36-45,26-35,Delhi,Yes Bank,Kotak,Android,4G,0,13,Monday,0
TXN0000000229,2024-10-09 11:26:47,Bill Payment,Entertainment,546,SUCCESS,18-25,18-25,Tamil Nadu,SBI,SBI,Android,4G,0,11,Wednesday,0
TXN0000000230,2024-12-20 17:29:25,Bill Payment,Healthcare,1233,SUCCESS,26-35,36-45,West Bengal,Yes Bank,PNB,Android,4G,0,17,Friday,0
TXN0000000231,2024-04-13 13:34:57,P2M,Utilities,5295,SUCCESS,36-45,18-25,Rajasthan,PNB,SBI,Android,4G,0,13,Saturday,1
TXN0000000232,2024-10-01 00:01:42,P2M,Grocery,89,SUCCESS,56+,36-45,Tamil Nadu,SBI,ICICI,Android,4G,0,0,Tuesday,0
TXN0000000233,2024-06-01 19:45:11,P2M,Food,239,SUCCESS,36-45,18-25,West Bengal,PNB,IndusInd,Android,4G,0,19,Saturday,1
TXN0000000234,2024-03-09 19:03:03,P2P,Grocery,1585,SUCCESS,56+,46-55,Telangana,Axis,IndusInd,iOS,5G,0,19,Saturday,1
TXN0000000235,2024-11-08 09:04:58,P2M,Grocery,348,SUCCESS,18-25,26-35,Gujarat,HDFC,Yes Bank,Android,5G,0,9,Friday,0
TXN0000000236,2024-12-19 16:57:01,P2M,Shopping,1946,SUCCESS,36-45,18-25,Tamil Nadu,Axis,HDFC,Android,5G,0,16,Thursday,0
TXN0000000237,2024-07-04 17:49:40,P2P,Other,321,SUCCESS,56+,36-45,Delhi,ICICI,Axis,Android,4G,0,17,Thursday,0
TXN0000000238,2024-06-15 18:47:40,P2M,Grocery,348,SUCCESS,56+,46-55,Andhra Pradesh,SBI,Yes Bank,Android,5G,0,18,Saturday,1
TXN0000000239,2024-04-14 22:44:55,P2P,Grocery,1509,SUCCESS,46-55,56+,Rajasthan,IndusInd,Yes Bank,Android,4G,0,22,Sunday,1
TXN0000000240,2024-09-28 20:20:11,Bill Payment,Grocery,854,SUCCESS,46-55,26-35,Maharashtra,IndusInd,PNB,iOS,WiFi,0,20,Saturday,1
TXN0000000241,2024-03-21 17:24:43,P2P,Healthcare,4536,FAILED,56+,26-35,Rajasthan,PNB,Axis,iOS,4G,0,17,Thursday,0
TXN0000000242,2024-04-19 19:02:00,Bill Payment,Entertainment,116,FAILED,36-45,56+,Delhi,Yes Bank,IndusInd,Android,4G,0,19,Friday,0
TXN0000000243,2024-02-19 17:57:57,P2M,Grocery,417,SUCCESS,36-45,36-45,Uttar Pradesh,SBI,Axis,Web,5G,0,17,Monday,0
TXN0000000244,2024-08-24 18:24:35,P2P,Grocery,1242,SUCCESS,36-45,18-25,Telangana,SBI,SBI,iOS,4G,0,18,Saturday,1
TXN0000000245,2024-02-27 20:23:48,P2M,Other,767,SUCCESS,36-45,46-55,Uttar Pradesh,Kotak,PNB,Android,WiFi,0,20,Tuesday,0
TXN0000000246,2024-05-04 08:53:42,P2M,Utilities,1849,FAILED,18-25,18-25,Karnataka,Yes Bank,PNB,Android,WiFi,0,8,Saturday,1
TXN0000000247,2024-07-19 08:17:44,P2P,Education,3518,SUCCESS,36-45,18-25,Karnataka,Yes Bank,SBI,Android,4G,0,8,Friday,0
TXN0000000248,2024-12-20 07:30:32,P2P,Food,36,SUCCESS,26-35,26-35,Uttar Pradesh,Yes Bank,IndusInd,Android,4G,0,7,Friday,0
TXN0000000249,2024-01-06 09:10:56,P2M,Food,760,SUCCESS,46-55,46-55,Andhra Pradesh,PNB,PNB,Android,4G,0,9,Saturday,1
TXN0000000250,2024-03-22 20:02:02,Bill Payment,Other,852,SUCCESS,36-45,56+,Maharashtra,HDFC,Yes Bank,iOS,4G,0,20,Friday,0
TXN0000000251,2024-03-23 23:29:33,P2P,Fuel,2521,SUCCESS,26-35,26-35,Maharashtra,PNB,ICICI,Android,5G,0,23,Saturday,1
TXN0000000252,2024-03-11 23:56:27,Recharge,Entertainment,138,SUCCESS,18-25,18-25,Maharashtra,HDFC,Kotak,Android,WiFi,0,23,Monday,0
TXN0000000253,2024-10-30 21:46:03,P2P,Food,582,SUCCESS,18-25,36-45,Maharashtra,Kotak,Yes Bank,Android,4G,0,21,Wednesday,0
TXN0000000254,2024-03-14 10:20:18,Recharge,Transport,619,SUCCESS,26-35,18-25,West Bengal,IndusInd,IndusInd,iOS,WiFi,0,10,Thursday,0
TXN0000000255,2024-12-09 15:59:49,P2M,Healthcare,705,SUCCESS,26-35,18-25,Gujarat,SBI,Yes Bank,Android,4G,0,15,Monday,0
TXN0000000256,2024-10-02 17:10:42,Bill Payment,Other,529,SUCCESS,26-35,36-45,Telangana,Yes Bank,SBI,iOS,4G,0,17,Wednesday,0
TXN0000000257,2024-12-09 09:53:40,P2M,Healthcare,173,SUCCESS,18-25,18-25,Karnataka,PNB,Yes Bank,Android,4G,0,9,Monday,0
TXN0000000258,2024-11-11 17:13:42,P2M,Food,1048,SUCCESS,18-25,18-25,Delhi,PNB,IndusInd,Android,5G,0,17,Monday,0
TXN0000000259,2024-12-13 09:51:07,P2P,Other,182,SUCCESS,26-35,36-45,Karnataka,Yes Bank,Yes Bank,Android,4G,0,9,Friday,0
TXN0000000260,2024-11-01 13:34:32,P2M,Education,1758,SUCCESS,36-45,36-45,Maharashtra,Yes Bank,IndusInd,Android,4G,0,13,Friday,0
TXN0000000261,2024-09-26 13:42:48,P2M,Transport,24,SUCCESS,18-25,26-35,Telangana,HDFC,PNB,Android,4G,0,13,Thursday,0
TXN0000000262,2024-04-18 11:57:49,Bill Payment,Food,190,SUCCESS,26-35,18-25,Gujarat,SBI,Axis,iOS,4G,0,11,Thursday,0
TXN0000000263,2024-05-08 12:36:41,P2M,Grocery,1884,SUCCESS,18-25,18-25,Maharashtra,PNB,Axis,Android,4G,0,12,Wednesday,0
TXN0000000264,2024-12-26 17:04:48,P2M,Food,68,SUCCESS,36-45,26-35,Gujarat,PNB,Yes Bank,iOS,WiFi,0,17,Thursday,0
TXN0000000265,2024-12-27 18:59:06,Bill Payment,Other,310,SUCCESS,18-25,18-25,Karnataka,Kotak,ICICI,Android,5G,0,18,Friday,0
TXN0000000266,2024-10-28 14:01:43,P2P,Utilities,1526,SUCCESS,18-25,26-35,Delhi,SBI,Kotak,Android,3G,0,14,Monday,0
TXN0000000267,2024-11-22 14:59:54,P2M,Grocery,520,SUCCESS,36-45,36-45,Karnataka,Yes Bank,PNB,iOS,4G,0,14,Friday,0
TXN0000000268,2024-10-12 21:22:23,P2M,Food,415,SUCCESS,18-25,26-35,West Bengal,SBI,PNB,Android,4G,0,21,Saturday,1
TXN0000000269,2024-11-15 12:02:53,P2P,Utilities,1921,SUCCESS,36-45,26-35,Tamil Nadu,Kotak,SBI,iOS,5G,0,12,Friday,0
TXN0000000270,2024-01-11 13:12:51,P2P,Other,427,SUCCESS,18-25,46-55,Uttar Pradesh,Axis,HDFC,iOS,4G,0,13,Thursday,0
TXN0000000271,2024-06-21 20:33:09,P2P,Food,1532,SUCCESS,36-45,26-35,Maharashtra,IndusInd,HDFC,Android,WiFi,0,20,Friday,0
TXN0000000272,2024-10-21 07:42:42,P2P,Utilities,280,SUCCESS,26-35,18-25,Rajasthan,IndusInd,SBI,Android,4G,0,7,Monday,0
TXN0000000273,2024-08-24 16:27:27,P2M,Transport,238,SUCCESS,36-45,26-35,Gujarat,SBI,SBI,Android,4G,0,16,Saturday,1
TXN0000000274,2024-08-14 16:23:44,P2P,Healthcare,222,SUCCESS,18-25,46-55,Delhi,ICICI,IndusInd,Android,5G,0,16,Wednesday,0
TXN0000000275,2024-06-15 22:34:43,Recharge,Transport,133,SUCCESS,26-35,18-25,Delhi,Yes Bank,Axis,Android,4G,0,22,Saturday,1
TXN0000000276,2024-07-09 05:30:15,P2M,Food,273,SUCCESS,18-25,26-35,Tamil Nadu,ICICI,SBI,iOS,5G,0,5,Tuesday,0
TXN0000000277,2024-04-15 14:24:12,P2P,Food,295,SUCCESS,56+,26-35,Maharashtra,PNB,SBI,Android,4G,0,14,Monday,0
TXN0000000278,2024-06-25 12:05:05,P2P,Transport,151,SUCCESS,36-45,56+,Telangana,Yes Bank,SBI,iOS,5G,0,12,Tuesday,0
TXN0000000279,2024-10-05 22:53:02,P2P,Food,1185,SUCCESS,26-35,26-35,Uttar Pradesh,ICICI,HDFC,Android,4G,0,22,Saturday,1
TXN0000000280,2024-04-07 11:51:21,P2M,Education,4571,FAILED,46-55,46-55,Karnataka,HDFC,HDFC,iOS,5G,0,11,Sunday,1
TXN0000000281,2024-10-25 03:02:16,Bill Payment,Shopping,188,SUCCESS,18-25,26-35,Andhra Pradesh,PNB,SBI,Android,5G,0,3,Friday,0
TXN0000000282,2024-03-15 23:59:34,Bill Payment,Food,260,SUCCESS,18-25,26-35,Maharashtra,Axis,PNB,Android,4G,0,23,Friday,0
TXN0000000283,2024-08-06 15:54:59,P2M,Grocery,679,SUCCESS,18-25,36-45,Maharashtra,PNB,SBI,Android,4G,0,15,Tuesday,0
TXN0000000284,2024-04-13 19:56:37,P2P,Grocery,1241,SUCCESS,18-25,26-35,Gujarat,Yes Bank,Axis,Android,4G,0,19,Saturday,1
TXN0000000285,2024-03-20 18:36:50,P2P,Transport,93,SUCCESS,26-35,36-45,Telangana,IndusInd,HDFC,Android,4G,0,18,Wednesday,0
TXN0000000286,2024-12-29 14:06:16,Bill Payment,Utilities,1577,SUCCESS,26-35,46-55,Andhra Pradesh,IndusInd,IndusInd,Android,4G,0,14,Sunday,1
TXN0000000287,2024-08-03 08:37:40,P2M,Fuel,282,SUCCESS,18-25,36-45,Delhi,ICICI,HDFC,Android,4G,0,8,Saturday,1
TXN0000000288,2024-11-04 07:39:04,Bill Payment,Fuel,474,SUCCESS,36-45,26-35,Uttar Pradesh,Axis,PNB,Android,4G,0,7,Monday,0
TXN0000000289,2024-06-05 23:20:06,P2M,Shopping,5634,SUCCESS,26-35,26-35,Maharashtra,Axis,HDFC,Android,4G,0,23,Wednesday,0
TXN0000000290,2024-11-24 15:25:56,P2M,Entertainment,396,SUCCESS,36-45,18-25,Maharashtra,PNB,PNB,Android,4G,0,15,Sunday,1
TXN0000000291,2024-02-03 12:02:36,P2M,Other,669,SUCCESS,56+,46-55,Andhra Pradesh,SBI,SBI,iOS,4G,0,12,Saturday,1
TXN0000000292,2024-11-02 11:14:17,P2M,Shopping,1078,SUCCESS,18-25,36-45,Maharashtra,HDFC,IndusInd,Android,WiFi,0,11,Saturday,1
TXN0000000293,2024-10-21 18:43:26,P2M,Grocery,283,SUCCESS,36-45,36-45,Maharashtra,Yes Bank,PNB,iOS,5G,0,18,Monday,0
TXN0000000294,2024-02-16 21:03:31,P2M,Entertainment,351,SUCCESS,36-45,18-25,Uttar Pradesh,ICICI,ICICI,Android,4G,0,21,Friday,0
TXN0000000295,2024-10-24 20:32:26,P2P,Food,2155,SUCCESS,18-25,36-45,Tamil Nadu,ICICI,HDFC,Android,5G,0,20,Thursday,0
TXN0000000296,2024-02-02 16:50:19,P2P,Grocery,682,SUCCESS,36-45,18-25,Tamil Nadu,SBI,Yes Bank,Android,4G,0,16,Friday,0
TXN0000000297,2024-01-13 14:03:25,P2P,Food,166,SUCCESS,36-45,18-25,Andhra Pradesh,SBI,PNB,iOS,4G,0,14,Saturday,1
TXN0000000298,2024-07-03 22:20:33,P2P,Shopping,4046,SUCCESS,18-25,18-25,Gujarat,SBI,SBI,iOS,4G,0,22,Wednesday,0
TXN0000000299,2024-09-18 16:38:00,Recharge,Transport,865,SUCCESS,36-45,36-45,West Bengal,Kotak,ICICI,Android,4G,0,16,Wednesday,0
TXN0000000300,2024-04-13 23:31:03,P2P,Utilities,12568,SUCCESS,36-45,26-35,Tamil Nadu,Kotak,Axis,Android,4G,0,23,Saturday,1
TXN0000000301,2024-01-17 20:01:00,Bill Payment,Education,10309,SUCCESS,36-45,26-35,Andhra Pradesh,HDFC,ICICI,Android,4G,0,20,Wednesday,0
TXN0000000302,2024-01-21 12:13:25,Bill Payment,Fuel,5359,SUCCESS,18-25,36-45,Gujarat,ICICI,PNB,Android,4G,0,12,Sunday,1
TXN0000000303,2024-04-16 13:35:23,P2M,Fuel,1287,SUCCESS,26-35,18-25,Telangana,Axis,PNB,Android,5G,0,13,Tuesday,0
TXN0000000304,2024-03-12 20:30:50,P2M,Healthcare,2928,SUCCESS,36-45,18-25,West Bengal,SBI,ICICI,iOS,4G,0,20,Tuesday,0
TXN0000000305,2024-05-07 06:44:21,P2P,Transport,309,SUCCESS,36-45,18-25,Tamil Nadu,PNB,IndusInd,iOS,4G,0,6,Tuesday,0
TXN0000000306,2024-09-09 10:38:20,P2M,Grocery,167,SUCCESS,36-45,46-55,Uttar Pradesh,ICICI,Axis,iOS,4G,0,10,Monday,0
TXN0000000307,2024-06-23 19:22:28,P2P,Food,255,SUCCESS,36-45,18-25,Rajasthan,HDFC,PNB,iOS,4G,0,19,Sunday,1
TXN0000000308,2024-03-09 20:25:36,P2P,Utilities,2499,SUCCESS,26-35,46-55,Karnataka,SBI,PNB,Android,4G,0,20,Saturday,1
TXN0000000309,2024-10-27 00:03:54,P2M,Shopping,2775,SUCCESS,26-35,46-55,Gujarat,SBI,PNB,Android,WiFi,0,0,Sunday,1
TXN0000000310,2024-02-28 11:14:22,P2P,Grocery,140,SUCCESS,36-45,36-45,West Bengal,PNB,ICICI,Android,4G,0,11,Wednesday,0
TXN0000000311,2024-08-24 04:40:39,Bill Payment,Utilities,3255,SUCCESS,18-25,46-55,Tamil Nadu,PNB,Yes Bank,iOS,4G,0,4,Saturday,1
TXN0000000312,2024-07-29 18:44:56,Bill Payment,Fuel,935,SUCCESS,36-45,26-35,Karnataka,IndusInd,Axis,Android,5G,0,18,Monday,0
TXN0000000313,2024-06-06 20:07:54,P2P,Utilities,2428,SUCCESS,18-25,36-45,Uttar Pradesh,ICICI,SBI,Android,4G,0,20,Thursday,0
TXN0000000314,2024-10-18 09:36:29,P2P,Healthcare,333,SUCCESS,18-25,26-35,West Bengal,PNB,HDFC,Android,4G,0,9,Friday,0
TXN0000000315,2024-10-13 19:36:09,P2P,Grocery,1037,SUCCESS,36-45,26-35,Gujarat,Axis,ICICI,Android,4G,0,19,Sunday,1
TXN0000000316,2024-06-24 21:49:30,P2M,Other,221,SUCCESS,36-45,26-35,Gujarat,IndusInd,SBI,Android,4G,0,21,Monday,0
TXN0000000317,2024-01-30 13:44:12,P2M,Transport,409,SUCCESS,26-35,36-45,Andhra Pradesh,HDFC,PNB,Web,4G,0,13,Tuesday,0
TXN0000000318,2024-07-14 20:56:22,P2P,Fuel,1822,FAILED,36-45,26-35,Delhi,PNB,SBI,Android,4G,0,20,Sunday,1
TXN0000000319,2024-01-19 21:36:17,P2P,Food,86,SUCCESS,18-25,26-35,Andhra Pradesh,SBI,Axis,Android,4G,0,21,Friday,0
TXN0000000320,2024-12-23 21:26:17,Bill Payment,Utilities,3310,SUCCESS,56+,18-25,Uttar Pradesh,ICICI,Kotak,iOS,4G,0,21,Monday,0
TXN0000000321,2024-05-31 16:51:28,P2P,Grocery,2357,SUCCESS,26-35,18-25,Uttar Pradesh,Yes Bank,PNB,iOS,4G,0,16,Friday,0
TXN0000000322,2024-05-21 07:48:29,P2M,Entertainment,181,SUCCESS,18-25,18-25,Maharashtra,Kotak,PNB,iOS,5G,0,7,Tuesday,0
TXN0000000323,2024-12-24 19:01:27,P2P,Transport,62,SUCCESS,26-35,56+,Delhi,Kotak,PNB,Web,4G,0,19,Tuesday,0
TXN0000000324,2024-05-07 10:59:40,P2P,Shopping,2221,SUCCESS,36-45,36-45,Delhi,ICICI,SBI,iOS,4G,0,10,Tuesday,0
TXN0000000325,2024-10-31 16:02:09,P2M,Entertainment,139,SUCCESS,36-45,36-45,Maharashtra,HDFC,IndusInd,Android,4G,0,16,Thursday,0
TXN0000000326,2024-03-06 20:58:15,P2M,Transport,160,SUCCESS,36-45,26-35,Gujarat,Kotak,Axis,Android,4G,0,20,Wednesday,0
TXN0000000327,2024-12-30 14:58:15,P2P,Healthcare,1496,SUCCESS,36-45,36-45,Telangana,HDFC,ICICI,Android,4G,0,14,Monday,0
TXN0000000328,2024-09-03 21:58:42,P2M,Grocery,527,SUCCESS,46-55,26-35,Uttar Pradesh,PNB,ICICI,iOS,4G,0,21,Tuesday,0
TXN0000000329,2024-02-10 22:24:12,P2M,Entertainment,182,SUCCESS,46-55,18-25,Tamil Nadu,Axis,Yes Bank,Android,WiFi,0,22,Saturday,1
TXN0000000330,2024-03-12 21:36:10,P2M,Entertainment,436,SUCCESS,18-25,26-35,Gujarat,HDFC,HDFC,Android,4G,0,21,Tuesday,0
TXN0000000331,2024-10-03 17:36:03,P2P,Fuel,3287,SUCCESS,18-25,18-25,Andhra Pradesh,IndusInd,HDFC,Android,4G,0,17,Thursday,0
TXN0000000332,2024-11-22 22:49:57,P2M,Grocery,879,SUCCESS,18-25,26-35,West Bengal,PNB,SBI,iOS,4G,0,22,Friday,0
TXN0000000333,2024-05-19 09:28:59,P2P,Food,1445,SUCCESS,18-25,26-35,Gujarat,SBI,IndusInd,iOS,5G,0,9,Sunday,1
TXN0000000334,2024-10-01 22:47:20,P2M,Grocery,1946,SUCCESS,36-45,18-25,Tamil Nadu,SBI,HDFC,Android,4G,0,22,Tuesday,0
TXN0000000335,2024-11-26 12:22:32,P2M,Entertainment,167,SUCCESS,46-55,36-45,Tamil Nadu,HDFC,IndusInd,Android,3G,0,12,Tuesday,0
TXN0000000336,2024-11-30 23:17:55,P2P,Other,549,SUCCESS,26-35,46-55,Rajasthan,Kotak,SBI,Android,4G,0,23,Saturday,1
TXN0000000337,2024-07-07 19:05:46,P2P,Food,478,SUCCESS,26-35,18-25,Andhra Pradesh,Yes Bank,ICICI,Android,4G,0,19,Sunday,1
TXN0000000338,2024-11-08 17:45:35,Bill Payment,Grocery,2838,SUCCESS,26-35,18-25,Uttar Pradesh,Axis,SBI,Web,WiFi,0,17,Friday,0
TXN0000000339,2024-03-18 10:46:37,Bill Payment,Utilities,483,SUCCESS,26-35,18-25,West Bengal,Kotak,Axis,Android,5G,0,10,Monday,0
TXN0000000340,2024-04-13 15:56:18,P2M,Food,280,SUCCESS,18-25,36-45,Karnataka,HDFC,PNB,Android,4G,0,15,Saturday,1
